,id,text,sentiment,path,hashtag,inimagetext
60,1234614952142557185,Praticamente ogni volta in cui un uomo apre bocca in questo episodio #LAmicaGeniale https://t.co/TzigKqo8C3,negative,..\data\lamicageniale\images\1234614952142557185.png,lamicageniale,Es
61,1320453802391228416,#CTCF sto demicheli è chiaro come la prassi in caso di covid https://t.co/t0fnbEfXMB,negative,..\data\CTCF\images\1320453802391228416.png,CTCF,
62,1312770178363645952,L'orchestra adesso modifica anche le canzoni... ahahahah #domenicain https://t.co/gtGH0WUtZC,negative,..\data\domenicain\images\1312770178363645952.png,domenicain,TRIBR ITOLIAAOSONO PIENAI
63,1307806323569029125,Io al pensiero che per i prossimi 50 anni potrei avere colleghe come Maria Assunta #MasterChefIt https://t.co/Z6z4RbnD0i,negative,..\data\masterchefit\images\1307806323569029125.png,masterchefit,
64,1234937020579033093,Elena che minchia ridi!? Dovevi tiragli il libro in fronte!!! #lamicageniale https://t.co/81RZp57mBH,negative,..\data\lamicageniale\images\1234937020579033093.png,lamicageniale,
65,1297637691744563200,"""secondo me si droga""

#nondirloalmiocapo2 https://t.co/WlPAD3v5Ye",negative,..\data\nondirloalmiocapo2\images\1297637691744563200.png,nondirloalmiocapo2,
66,1244622673168261122,"Sto guardando le repliche di #MasterChefIt (Stagione 8) e, anche se Zia Gilby non mi va a genio, secondo me 'sti due son 1000 volte peggio https://t.co/KLtEMwyLcG",negative,..\data\masterchefit\images\1244622673168261122.png,masterchefit,i
67,1240780835348979712,"Ho bisogno di capire se sono scema io o.... Pt. 1

Anna rischia di morire.
""maresciallo chiami la madre""

Elisa non appare e chiara manco nominata (tanto è la sorella che gliene frega no?) #donmatteo12 https://t.co/UZZKrw9G0V",negative,..\data\donmatteo12\images\1240780835348979712.png,donmatteo12,
68,1240773768395534336,"Confermo. Questo finale funesto come il 2020. Un disastro.
Anna che aspetta Sergio, io boh #DonMatteo12 https://t.co/TXGs1ZpVPl",negative,..\data\donmatteo12\images\1240773768395534336.png,donmatteo12,EMA SHE TI DICE li CERVELLOP
69,1319382648406577152,"Unico metodo efficace per superare questa puntata: 

#DocNelleTueMani https://t.co/5e8K8WLkWi",negative,..\data\docnelletuemani\images\1319382648406577152.png,docnelletuemani,
70,1234614682931081217,E neanche una parola su questi due fratellini patati i sfortunatini che mi fanno un sacco pena. Almeno Pasquale si meritava di prendere a pugni Stefano #LAmicaGeniale https://t.co/er1uDytBNh,negative,..\data\lamicageniale\images\1234614682931081217.png,lamicageniale,
71,1284936976160915462,#nondirloalmiocapo2 sono sua moglie https://t.co/swJfIBvYCO,negative,..\data\nondirloalmiocapo2\images\1284936976160915462.png,nondirloalmiocapo2,dA
72,1319386709587525633,#DocNelleTueMani https://t.co/8EyB7CnOLa,negative,..\data\docnelletuemani\images\1319386709587525633.png,docnelletuemani,Wilpgaitm a
73,1282033047341273095,"Alla neuro è dove andrò io dopo che Twitter mi ha fatto tagliare tutti i video perché altrimenti non me li faceva pubblicare... 
(E SOPRATTUTTO PERCHE DOPO TUTTE QUESTE SCENE NON ABBIAMO NEMMENO AVUTO IL LIETO FINE IN #DonMatteo12 DOPO DUE ANNI DI ATTESA!)
#DonMatteo
#DonMatteo11 twitter.com/I_laria_/statu… https://t.co/wAoCLaXoSh",negative,..\data\donmatteo12\images\1282033047341273095.png,donmatteo12,
74,1242045214526771202,"Ma dove cavolo è finita questa scena? Cioè gli attori hanno perso tempo a imparare copioni, a recitarla, e non non la vediamo? Pubblicatela dai 🙏🙏 #DonMatteo12 #Donmatteo13 https://t.co/0rRMfTgA2h",negative,..\data\donmatteo12\images\1242045214526771202.png,donmatteo12,
75,1319385630724493315,Riccardo stai attento .. ti prego questa ti vuole fregare #DocNelleTueMani https://t.co/OsIEHOuALw,negative,..\data\docnelletuemani\images\1319385630724493315.png,docnelletuemani,
76,1240946901073178625,"va bene i colpi di scena e le sorprese, ma l’unica cosa che non vi perdonerò mai è l’aver distrutto senza motivo un amore meraviglioso come il loro. 
DELUSIONE TOTALE.
 #donmatteo12 https://t.co/pDagfBNZsd",negative,..\data\donmatteo12\images\1240946901073178625.png,donmatteo12,
77,1319385790057795589,MARIA HO UN MESSAGGIO PER TE #DocNelleTueMani https://t.co/vb7sz3icJH,negative,..\data\docnelletuemani\images\1319385790057795589.png,docnelletuemani,STREGA MALEFICA GESSA
78,1250186514442706947,"Alla delusione del finale di #DonMatteo12 si aggiunge quella della finale di @PechinoExpress.
La RAI non vuole proprio regalarmi gioie in questo periodo....

#WeddingPlanner #pechinoexpress https://t.co/umqm8xztq7",negative,..\data\donmatteo12\images\1250186514442706947.png,donmatteo12,
79,1240772989232336899,Comunqur a me non sembra propio il finale dei finali I'm confused #donmatteo12 https://t.co/O6ZPEc85B5,negative,..\data\donmatteo12\images\1240772989232336899.png,donmatteo12,
80,1321223885103222784,"""O sole mio è da spararsi in faccia""
#ilcollegio https://t.co/DDWurepWBy",negative,..\data\ilcollegio\images\1321223885103222784.png,ilcollegio,I
81,1321228133627056128,Mamma mia io odio questi temi del cazzo perché alla fine ci sono sempre io che piango come una disperata #ilcollegio https://t.co/emaX1dpXPT,negative,..\data\ilcollegio\images\1321228133627056128.png,ilcollegio,ie nni
82,1234614622830972928,"Dovremmo aspettare fino al 2021 per la prossima stagione.
Also me:
#LAmicaGeniale https://t.co/QnM2T9ZYuY",negative,..\data\lamicageniale\images\1234614622830972928.png,lamicageniale,Demenva
83,1234611560464748544,NINO SARRATORE DI NUOVO È UN INCUBO #LAmicaGeniale https://t.co/pCLMq0ynKV,negative,..\data\lamicageniale\images\1234611560464748544.png,lamicageniale,
84,1288945338661982220,🤔 #LAmicaGeniale https://t.co/vvibK7HMt0,negative,..\data\lamicageniale\images\1288945338661982220.png,lamicageniale,
85,1298553995233984512,"Anna, cintura nera di judo, in #DonMatteo11 stende con molta nonchalance dei carabinieri ben più robusti di lei, ma, secondo gli autori, in #DonMatteo12, dinanzi a due ladruncoli, non opporrà alcuna resistenza, perché avrà bisogno di Coso per liberarsene. #DonMatteo13 #AnnaEMarco https://t.co/UBzyXjXPmR",negative,..\data\donmatteo12\images\1298553995233984512.png,donmatteo12,
86,1188572962317840384,Hanno distrutto la mia infanzia: Orco Rubio uno ‘ndraghetista con 4 ergastoli! #ImmaTataranni https://t.co/wvnbfHYlnx,negative,..\data\immatataranni\images\1188572962317840384.png,immatataranni,NO MARIA IO ESCO
87,1240778876160225281,Io stanotte ripensando all’ingiusto finale al quale ho assistito stasera. #DonMatteo12 https://t.co/2UInFgSznB,negative,..\data\donmatteo12\images\1240778876160225281.png,donmatteo12,n
88,1236964010202992640,Libero non riesce a non far vedere quanto omofoba sia la propria linea editoriale e si staglia contro Antonio Lorenzon e Masterchef Italia. #AmoreGay #LoStessoSi #MasterchefIT ilpuntoh.com/libero-polemic… https://t.co/hUvNOMFS73,negative,..\data\masterchefit\images\1236964010202992640.png,masterchefit,SPETTACOLIe VlEE E Lotatele TTIeleAntonio Lorenzon
89,1317846756311302144,Marò ...sto maestro che irrompe periodicamente mi indispone #DomenicaIn https://t.co/usLC7rzQfg,negative,..\data\domenicain\images\1317846756311302144.png,domenicain,
90,1240780518049882116,"ANNA CHIAMA MARCO APPENA SI SVEGLIA, LUI LE DICE ""AMORE MIO"" E POI LEI VA DAL DELINQUENTE.
PAZZESCO. 

#DonMatteo12 #DonMatteo13 #DonMatteo11 https://t.co/EOrqsQ1V6v",negative,..\data\donmatteo12\images\1240780518049882116.png,donmatteo12,
91,1240773636648308739,"In tutto ciò, lei ha davvero intenzione di usare lo stesso abito per sposarsi col vagabondo prima o poi? #DonMatteo12 https://t.co/A4uJSSWZ71",negative,..\data\donmatteo12\images\1240773636648308739.png,donmatteo12,inertipa
92,1319394045010075648,"quindi neanche nella prossima puntata riccardo ed alba che cominciano ad avvicinarsi anzi, andiamo bene
#DocNelleTueMani https://t.co/H59BGI1tU6",negative,..\data\docnelletuemani\images\1319394045010075648.png,docnelletuemani,
93,1240774804573229057,"Puntata 1: un personaggio fa un errore
Puntata 2: non devi considerare le persone in base agli errori che fanno
Puntata 9: il perdono è tutto, è essenziale
Puntata 10: hai fatto un errore, resti cancellato, ti perdono solo a parole, in realtà scelgo l'altro
 #DonMatteo12 https://t.co/GQ1qjsvBq9",negative,..\data\donmatteo12\images\1240774804573229057.png,donmatteo12,VERRIS LUONMA PORCA PUTTANA
94,1234635531679608832,"Noi che sappiamo ma mentiamo a noi stessi: “Finalmente non vedremo mai più NiNo omm ‘e mmerd SaRrAtOrE”

🤡 NiNo SaRrAtOrE 🤡:
 #LAmicaGeniale https://t.co/Li0UhPwZfO",negative,..\data\lamicageniale\images\1234635531679608832.png,lamicageniale,YFILIP SIMAZ
95,1319376843053596672,"Noooooo Lorenzo che mi combiniii
#DocNelleTueMani https://t.co/WhdkgIagjk",negative,..\data\docnelletuemani\images\1319376843053596672.png,docnelletuemani,NoOvdo
96,1300365988039405575,"Chiara: ""Ti prego, portami fuori, sono disperata! Ho bisogno d'aria!""
Anna: ""Da quant'è che stavate insieme? Un mese?""

Anna siamo noi mentre spieghiamo agli autori di #DonMatteo12 che Sergio Coso sia praticamente un estraneo. 

#DonMatteo #Donmatteo11  #DonMatteo13 #AnnaEMarco https://t.co/h9wcN1ipBN",negative,..\data\donmatteo12\images\1300365988039405575.png,donmatteo12,
97,1234613208800989184,Io così dopo questa puntata: #LAmicaGeniale #StoriaDelNuovoCognome https://t.co/F4c9atCN0O,negative,..\data\lamicageniale\images\1234613208800989184.png,lamicageniale,
98,1253445155027390465,"Con la seconda stagione de #LAmicaGeniale ho scavallato, passando dal coinvolgimento totale all'odio per tutti i personaggi.
Ormai qualsiasi cosa facciano mi provocano un enorme fastidio. https://t.co/qEv9kFgmqw",negative,..\data\lamicageniale\images\1253445155027390465.png,lamicageniale,PikcaEaiaSAsiLZizSiziSESirlediviPESE
99,1250083073645051911,MAURIZIO CI CONFERMA CHE SIAMO STATI DERUBATI #DonMatteo12 https://t.co/3G8v6rUJJB,negative,..\data\donmatteo12\images\1250083073645051911.png,donmatteo12,e
100,1321224391406080003,"vedo troppi capelli è ora di rimediare susu stiamo aspettando tutti con ansia #ilcollegio
https://t.co/Tk9feKAUT7",negative,..\data\ilcollegio\images\1321224391406080003.png,ilcollegio,
101,1319388547741339649,Questa ora va benissimo per Sardoni #DocNelleTueMani https://t.co/edqWUGMIi9,negative,..\data\docnelletuemani\images\1319388547741339649.png,docnelletuemani,Be tigri gi ieri
102,1235698299601993728,CHE CAFONATAAAAAA LA PROPOSTA  #MasterChefIt https://t.co/KHIhjIkipT,negative,..\data\masterchefit\images\1235698299601993728.png,masterchefit,LOVE IT BECAUSE ITSTRAAAASHI
103,1320367092374360064,mo’ questo dice che il vaccino arriva in primavera #domenicain https://t.co/pjsNRZqFCY,negative,..\data\domenicain\images\1320367092374360064.png,domenicain,tM GOING TO KILk MYSELFAND ITS YOUR FAULTIe
104,1311053096626335747,"Sulla RAI, TV di Stato cattolico, dunque, di tendenza anti-risorgimentale, nella la fiction o fanno propaganda al cattolicesimo o fanno propaganda alle forze dell'ordine, polizia e carabinieri in alternanza. 
@RaiUno #immatataranni https://t.co/uPFfhmqE1n",negative,..\data\immatataranni\images\1311053096626335747.png,immatataranni,gatedAERNu FanpITsaa E neifs
105,1186013740304683008,"LUI: ""Io non ti feriró mai!""

IO ⬇️

#ImmaTataranni https://t.co/b84vwbBsZn",negative,..\data\immatataranni\images\1186013740304683008.png,immatataranni,
106,1240772949004685314,"Io che vado a denunciare la Rai dopo questo finale:

#DonMatteo #DonMatteo12 https://t.co/htdCjSV1AZ",negative,..\data\donmatteo12\images\1240772949004685314.png,donmatteo12,
107,1319386596949528582,"""Dice cosi perché mi stima"" #DocNelleTueMani https://t.co/MvK59lro1I",negative,..\data\docnelletuemani\images\1319386596949528582.png,docnelletuemani,
108,1240776514469330944,"Io quando ho visto che Anna, dopo il discorso sull’amore e sul perdono fatto da Cecchini, è corsa non da Marco ma da Sergio
#DonMatteo12 https://t.co/bKmMQavjyn",negative,..\data\donmatteo12\images\1240776514469330944.png,donmatteo12,VIPERISSIMAMA SEI PAZZA
109,1321231576584409090,Ah... Famosa perché ha fatto #ilcollegio e vinto #pechinoexpress.... Ok. Si. Vaaaabene. 🤨😬😬 #GiovanieFamosi #Rai2 https://t.co/gijNWdtSvB,negative,..\data\ilcollegio\images\1321231576584409090.png,ilcollegio,doalli
110,1234614643408154624,"NINO
#LAmicaGeniale https://t.co/qB26EqSZHj",negative,..\data\lamicageniale\images\1234614643408154624.png,lamicageniale,
111,1234611542538227714,L’ultimo urlo della stagione. SARRATORE MERDA #LAmicaGeniale https://t.co/i7wawrRwfA,negative,..\data\lamicageniale\images\1234611542538227714.png,lamicageniale,
